npe,name,B,S,task,tu,dma,parallelcopy,cluster,stotrf,span_names,error
8,matmul_DxD,1,512,307.0350000000326,140.98100000002887,52.17200000002049,8.758000000147149,148.34399999992456,0.0,Cluster|DMA|Renegade::ParallelCopy|Renegade::TuExec|Task,
8,mlp,1,512,1592.9899999999907,691.1809999998659,500.4550000001909,17.913999999989755,29.414999999804422,0.0,Cluster|DMA|Renegade::ParallelCopy|Renegade::TuExec|Task,
8,attn,1,512,1100.0200000000186,491.71699999982957,205.15000000002328,29.292000000015832,340.1840000000084,0.0,Cluster|DMA|Renegade::ParallelCopy|Renegade::TuExec|Task,
