npe,name,S,task,tu,dma,parallelcopy,cluster,span_names,error
1,qk_matmul,128,21.76500000001397,9.05199999990873,16.910000000032596,0.0,0.0,DMA|Renegade::TuExec|Task,
1,softmax_scores,128,18.01500000001397,6.84699999995064,11.116999999969266,0.0,0.0,DMA|Renegade::TuExec|Task,
1,av_matmul,128,21.67200000002049,9.054999999934807,16.819000000017695,0.0,0.0,DMA|Renegade::TuExec|Task,
1,rmsnorm,128,16.180999999982305,5.0010000000474975,11.820000000065193,0.0,0.0,DMA|Renegade::TuExec|Task,
1,qkv_proj,128,542.5420000000158,425.1460000000661,534.7719999999972,0.0,0.0,DMA|Renegade::TuExec|Task,
1,o_proj,128,199.2029999999795,144.02400000020862,181.36000000010245,0.0,0.0,DMA|Renegade::TuExec|Task,
1,residual_add,128,17.148000000044703,2.187000000034459,14.906999999890104,0.0,0.0,DMA|Renegade::TuExec|Task,
1,qk_matmul,512,138.03799999994226,85.17799999995623,132.14899999997579,0.0,0.0,DMA|Renegade::TuExec|Task,
1,softmax_scores,512,151.78799999994226,105.96900000050664,149.1369999999879,0.0,0.0,DMA|Renegade::TuExec|Task,
1,av_matmul,512,135.58900000003632,93.62100000015926,133.6909999998752,0.0,0.0,DMA|Renegade::TuExec|Task,
1,rmsnorm,512,63.79000000003725,21.893000000040047,43.17799999995623,0.0,0.0,DMA|Renegade::TuExec|Task,
1,qkv_proj,512,1882.548999999999,1848.5580000001937,600.7160000001313,0.0,0.0,DMA|Renegade::TuExec|Task,
1,o_proj,512,656.7639999999665,614.734999999986,211.87100000015926,0.0,0.0,DMA|Renegade::TuExec|Task,
1,residual_add,512,71.35400000005029,8.331000000005588,62.967999999877065,0.0,0.0,DMA|Renegade::TuExec|Task,
1,qk_matmul,2048,1539.9379999999655,1183.8709999999264,1538.5719999992289,0.0,0.0,DMA|Renegade::TuExec|Task,
1,softmax_scores,2048,2663.030999999959,1634.8260000006994,2662.7720000001136,0.0,0.0,DMA|Renegade::TuExec|Task,
1,av_matmul,2048,1627.609000000055,1490.5500000000466,1602.5839999999152,0.0,0.0,DMA|Renegade::TuExec|Task,
1,rmsnorm,2048,172.13199999998324,87.59700000006706,167.66800000029616,0.0,0.0,DMA|Renegade::TuExec|Task,
1,qkv_proj,2048,8556.41399999999,6909.9030000012135,8465.63300000003,0.0,0.0,DMA|Renegade::TuExec|Task,
1,o_proj,2048,2289.697999999975,2241.162000000477,466.3949999999022,0.0,0.0,DMA|Renegade::TuExec|Task,
1,residual_add,2048,250.91500000003725,33.32000000018161,250.84299999987707,0.0,0.0,DMA|Renegade::TuExec|Task,
